is_practice,payoff_matrix,cost_matrix,weights,trial_num,selected_option,uncovered_values,nudge_type,participant_id,gross_earnings,net_earnings,completion_tokens,prompt_tokens,total_tokens,reasoning_tokens,sum_reasoning_tokens,mean_reasoning_tokens,nudge,cot,source,fs,Unnamed: 0,type,click_values,weights_deviation,click_cost,num_values_revealed,num_baskets,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,problem_id,trial_type,trial_index,time_elapsed,n_prizes,n_baskets,idiosyncracy,n_uncovered,optimal_option
True,"[[4, 3, 3, 4, 7], [6, 4, 2, 6, 1], [3, 2, 5, 5, 4], [3, 4, 6, 5, 4], [4, 7, 4, 3, 8]]","[[2, 2, 0, 0, 2], [2, 2, 2, 0, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2]]","[12, 12, 3, 2, 1]",1,3,"[0, 5, 1, 6, 4, 9, 7, 10, 15, 20, 13, 18, 23, 14, 24]",random,70,0.04933333284,0.03933333294,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,24.0,15,3
True,"[[7, 5, 7, 9, 4], [5, 4, 5, 5, 4], [3, 8, 5, 3, 4], [7, 5, 7, 4, 2], [7, 5, 5, 2, 4]]","[[0, 2, 2, 2, 2], [2, 0, 0, 2, 0], [2, 2, 2, 0, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[3, 9, 3, 5, 10]",2,0,"[20, 5, 10]",random,70,0.0599999994,0.05799999942,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,14.0,3,0
False,"[[8, 5, 8, 5, 7], [4, 3, 6, 3, 5], [4, 4, 6, 8, 8], [7, 7, 4, 6, 8], [4, 6, 5, 5, 5]]","[[2, 2, 2, 2, 0], [0, 2, 2, 2, 0], [2, 2, 0, 2, 2], [2, 2, 2, 0, 2], [2, 2, 0, 2, 2]]","[12, 5, 7, 3, 3]",3,0,"[0, 10, 15, 20]",random,70,0.05899999941,0.0563333327699999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,14.0,4,4
False,"[[5, 5, 5, 7, 7], [5, 5, 2, 9, 4], [7, 2, 7, 4, 6], [3, 7, 7, 7, 6], [6, 4, 5, 8, 3]]","[[2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 2, 0, 2], [2, 2, 2, 0, 0], [2, 2, 0, 0, 2]]","[3, 12, 6, 6, 3]",4,3,[3],greedy,70,0.0729999992699999,0.07233333261,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,12.0,1,3
False,"[[4, 4, 2, 2, 4], [7, 2, 6, 2, 5], [5, 3, 6, 5, 4], [5, 3, 6, 4, 6], [7, 5, 6, 4, 6]]","[[2, 2, 2, 2, 0], [0, 2, 2, 2, 2], [2, 2, 2, 0, 0], [2, 0, 2, 2, 2], [0, 2, 2, 2, 2]]","[18, 3, 4, 3, 2]",5,0,"[3, 0, 1, 2, 10, 15]",greedy,70,0.04733333286,0.0433333329,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,24.0,6,0
False,"[[5, 6, 2, 4, 9], [8, 3, 6, 6, 4], [3, 5, 2, 5, 7], [5, 3, 5, 6, 6], [3, 4, 8, 5, 4]]","[[2, 2, 0, 2, 0], [0, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2]]","[4, 11, 7, 4, 4]",6,0,"[0, 10, 15, 20]",extreme,70,0.05366666613,0.0509999994899999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,12.0,4,4
False,"[[0, 7, 4, 5, 6], [6, 6, 5, 3, 2], [2, 6, 5, 6, 5], [3, 9, 5, 2, 4], [7, 8, 5, 2, 7]]","[[0, 2, 2, 2, 2], [2, 2, 2, 2, 0], [0, 2, 0, 2, 2], [2, 0, 2, 0, 2], [2, 2, 2, 2, 2]]","[15, 1, 3, 3, 8]",7,1,"[1, 21, 2, 3, 4, 24]",extreme,70,0.0733333326,0.06933333264,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,22.0,6,1
False,"[[3, 4, 8, 2, 5], [6, 7, 7, 4, 4], [1, 6, 4, 4, 6], [5, 7, 6, 3, 2], [7, 4, 5, 4, 5]]","[[2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [0, 2, 2, 2, 2], [2, 0, 2, 2, 2], [0, 2, 2, 0, 2]]","[7, 4, 15, 2, 2]",8,2,"[12, 17, 22]",greedy,70,0.0553333327799999,0.0533333327999999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,20.0,3,1
False,"[[2, 8, 5, 3, 4], [4, 3, 5, 3, 5], [4, 5, 3, 6, 4], [4, 6, 3, 2, 6], [4, 6, 7, 8, 5]]","[[2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 0, 0, 0, 2], [2, 2, 2, 0, 2], [0, 2, 2, 2, 2]]","[10, 6, 4, 5, 5]",9,1,"[0, 1, 2, 3, 6, 16, 21]",random,70,0.0593333327399999,0.05466666612,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,8.0,7,1
False,"[[4, 3, 2, 6, 4], [6, 7, 6, 4, 6], [7, 5, 3, 5, 3], [5, 7, 4, 2, 5], [6, 6, 0, 6, 3]]","[[2, 2, 0, 0, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 0, 2, 0]]","[3, 2, 3, 9, 13]",10,1,"[21, 16, 1, 11]",extreme,70,0.05966666607,0.0569999994299999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,20.0,4,1
False,"[[4, 2, 4, 3, 5], [6, 4, 7, 5, 5], [1, 6, 5, 8, 3], [5, 3, 4, 4, 0], [5, 6, 4, 5, 4]]","[[2, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 0, 2, 2, 0], [2, 0, 2, 2, 2], [2, 2, 0, 2, 2]]","[9, 4, 8, 6, 3]",11,4,"[0, 1, 2, 3, 19, 24]",random,70,0.03366666633,0.0296666663699999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,10.0,6,3
False,"[[4, 5, 6, 8, 8], [7, 7, 8, 5, 5], [2, 6, 5, 3, 5], [8, 2, 7, 4, 8], [5, 7, 2, 4, 5]]","[[2, 2, 0, 2, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 0, 2, 2, 2], [2, 2, 2, 0, 2]]","[3, 14, 2, 5, 6]",12,2,"[5, 6, 7, 8, 9, 17, 22, 12]",extreme,70,0.0623333327099999,0.0569999994299999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,16.0,8,2
False,"[[3, 5, 4, 6, 2], [7, 6, 6, 3, 6], [5, 6, 3, 5, 5], [5, 4, 5, 6, 4], [6, 4, 7, 5, 0]]","[[2, 0, 2, 2, 0], [0, 2, 0, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2]]","[4, 14, 5, 5, 2]",13,0,"[10, 15, 0]",greedy,70,0.0573333327599999,0.0553333327799999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,16.0,3,0
False,"[[6, 5, 6, 4, 4], [4, 6, 5, 4, 5], [5, 4, 5, 6, 5], [5, 3, 6, 6, 9], [3, 7, 3, 6, 5]]","[[2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 0, 2, 2], [0, 2, 0, 2, 0], [2, 2, 0, 2, 2]]","[15, 3, 4, 1, 7]",14,0,"[0, 1, 2, 3, 4, 20, 10]",random,70,0.04933333284,0.04466666622,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,20.0,7,1
False,"[[6, 7, 5, 9, 3], [4, 5, 3, 7, 3], [3, 3, 5, 3, 6], [6, 3, 8, 8, 2], [4, 5, 3, 3, 5]]","[[0, 0, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 0, 2, 0], [2, 2, 2, 2, 2]]","[3, 4, 9, 1, 13]",15,3,"[23, 13, 8, 18]",extreme,70,0.0429999995699999,0.04033333293,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,20.0,4,4
False,"[[3, 4, 6, 8, 6], [4, 6, 7, 5, 5], [2, 3, 7, 6, 7], [4, 3, 5, 4, 4], [5, 6, 5, 7, 3]]","[[2, 2, 2, 2, 2], [2, 0, 2, 0, 2], [2, 2, 0, 2, 2], [0, 2, 2, 0, 2], [2, 0, 2, 2, 2]]","[12, 4, 4, 7, 3]",16,3,"[3, 1, 2, 4, 0, 13, 23]",random,70,0.06299999937,0.0583333327499999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,14.0,7,3
False,"[[5, 5, 8, 5, 5], [2, 3, 5, 4, 5], [3, 8, 4, 3, 7], [4, 4, 3, 6, 4], [6, 2, 4, 4, 6]]","[[2, 2, 2, 0, 2], [0, 2, 2, 2, 2], [0, 2, 2, 0, 0], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2]]","[2, 5, 10, 4, 9]",17,4,"[24, 9, 23, 12, 22, 11, 21]",greedy,70,0.0583333327499999,0.05366666613,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,14.0,7,4
False,"[[5, 4, 5, 5, 4], [4, 4, 2, 5, 7], [4, 3, 7, 6, 7], [4, 5, 4, 6, 5], [5, 6, 6, 5, 1]]","[[2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 0, 0, 2, 2], [2, 2, 2, 0, 2]]","[6, 3, 9, 8, 4]",18,3,"[13, 18, 3, 8]",random,70,0.05566666611,0.0529999994699999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,10.0,4,3
False,"[[6, 3, 4, 5, 10], [5, 5, 4, 5, 5], [4, 4, 6, 4, 4], [4, 6, 5, 4, 6], [3, 5, 5, 4, 6]]","[[2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 0, 2, 2], [0, 2, 2, 2, 0]]","[14, 4, 8, 3, 1]",19,4,"[14, 9, 19]",extreme,70,0.0719999992799999,0.0699999992999999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,20.0,3,4
False,"[[7, 2, 6, 7, 3], [5, 3, 6, 7, 5], [5, 7, 3, 5, 6], [4, 3, 7, 5, 8], [3, 2, 5, 5, 4]]","[[2, 0, 2, 0, 2], [2, 2, 2, 0, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2], [2, 0, 2, 0, 2]]","[6, 3, 1, 17, 3]",20,4,"[18, 15, 16, 17, 19, 4, 9, 14, 24]",greedy,70,0.0623333327099999,0.0563333327699999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,22.0,9,2
False,"[[6, 6, 8, 4, 4], [7, 3, 7, 5, 6], [6, 6, 3, 4, 4], [3, 5, 6, 4, 4], [5, 4, 4, 6, 3]]","[[2, 2, 0, 0, 2], [2, 2, 0, 2, 0], [2, 2, 2, 0, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2]]","[2, 6, 2, 8, 12]",21,3,"[22, 17, 12, 24, 21, 20, 23, 8]",random,70,0.0499999994999999,0.04466666622,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,16.0,8,2
False,"[[6, 7, 5, 2, 7], [8, 1, 5, 6, 8], [5, 4, 6, 5, 4], [7, 2, 5, 5, 4], [4, 6, 3, 3, 4]]","[[2, 0, 0, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 0, 2], [2, 2, 0, 2, 2]]","[5, 10, 2, 11, 2]",22,0,"[5, 6, 7, 8, 9, 0]",random,70,0.06833333265,0.06433333269,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,18.0,6,0
False,"[[4, 6, 4, 5, 5], [5, 4, 1, 10, 6], [3, 5, 5, 5, 4], [5, 4, 8, 4, 4], [3, 0, 5, 4, 6]]","[[2, 0, 2, 0, 2], [2, 2, 2, 0, 2], [2, 2, 0, 2, 2], [2, 0, 2, 2, 2], [0, 2, 2, 2, 2]]","[1, 9, 6, 6, 8]",23,3,"[23, 13, 18]",random,70,0.0603333327299999,0.0583333327499999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,10.0,3,3
False,"[[5, 5, 4, 8, 5], [5, 5, 8, 9, 8], [5, 5, 6, 5, 5], [5, 9, 4, 4, 5], [3, 4, 5, 6, 4]]","[[2, 2, 2, 0, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [0, 2, 2, 0, 2], [2, 2, 2, 0, 0]]","[7, 2, 2, 7, 12]",24,3,"[13, 20, 21, 22, 4, 2, 1, 0]",greedy,70,0.0613333327199999,0.0559999994399999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,16.0,8,3
False,"[[4, 5, 5, 7, 5], [9, 6, 7, 5, 6], [6, 9, 7, 5, 8], [3, 6, 6, 1, 4], [4, 5, 5, 4, 6]]","[[2, 2, 2, 2, 0], [0, 2, 0, 0, 2], [2, 0, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2]]","[16, 5, 5, 2, 2]",25,3,"[9, 0, 1, 2, 3, 13]",extreme,70,0.0573333327599999,0.0533333327999999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,20.0,6,1
False,"[[6, 3, 3, 2, 5], [5, 4, 8, 5, 5], [4, 5, 6, 3, 3], [6, 5, 5, 7, 6], [5, 6, 4, 6, 5]]","[[2, 2, 0, 0, 2], [2, 0, 0, 2, 2], [2, 0, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[9, 3, 10, 7, 1]",26,2,"[1, 12, 17]",extreme,70,0.0499999994999999,0.0479999995199999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,16.0,3,0
False,"[[3, 4, 7, 7, 5], [6, 5, 5, 4, 5], [3, 3, 5, 4, 7], [7, 3, 5, 6, 8], [5, 7, 5, 7, 1]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 0, 2, 0], [2, 2, 2, 2, 0], [2, 2, 2, 0, 0]]","[3, 2, 18, 5, 2]",27,4,"[13, 4, 2, 9, 10, 11]",greedy,70,0.06433333269,0.0603333327299999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,24.0,6,4
False,"[[4, 6, 6, 5, 7], [9, 6, 4, 6, 4], [4, 7, 3, 8, 2], [5, 7, 6, 4, 4], [2, 8, 7, 5, 7]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2], [2, 0, 2, 2, 2], [2, 0, 2, 2, 0]]","[11, 7, 3, 6, 3]",28,1,"[1, 6]",greedy,70,0.0649999993499999,0.06366666603,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,12.0,2,1
False,"[[3, 6, 4, 2, 6], [9, 5, 3, 7, 7], [4, 5, 4, 6, 3], [6, 5, 3, 1, 8], [6, 5, 3, 5, 6]]","[[2, 2, 2, 0, 2], [0, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2], [2, 2, 0, 2, 2]]","[3, 5, 5, 13, 4]",29,4,"[15, 16, 17, 19, 4, 24]",extreme,70,0.06533333268,0.0613333327199999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,14.0,6,4
False,"[[4, 4, 6, 7, 5], [4, 4, 6, 5, 7], [4, 3, 3, 4, 5], [8, 7, 3, 5, 5], [5, 2, 4, 5, 9]]","[[0, 0, 2, 2, 2], [2, 0, 2, 0, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[7, 2, 7, 12, 2]",30,0,"[10, 16, 17, 18, 19]",random,70,0.0566666661,0.0533333327999999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,16.0,5,0
False,"[[8, 4, 7, 4, 6], [9, 7, 6, 6, 3], [6, 6, 5, 0, 6], [6, 7, 5, 5, 5], [8, 6, 6, 6, 3]]","[[0, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 0, 0, 2], [0, 2, 2, 2, 2]]","[6, 11, 2, 10, 1]",31,0,[10],greedy,70,0.07566666591,0.0749999992499999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,18.0,1,0
False,"[[7, 5, 6, 4, 3], [6, 6, 3, 5, 5], [5, 6, 5, 3, 1], [4, 4, 4, 3, 5], [8, 3, 6, 6, 7]]","[[2, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [0, 2, 0, 2, 2]]","[8, 5, 9, 5, 3]",32,0,"[0, 10, 5, 15]",extreme,70,0.0583333327499999,0.05566666611,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,10.0,4,0
True,"[[3, 5, 3, 6, 4], [5, 3, 5, 5, 4], [3, 5, 7, 5, 5], [6, 9, 5, 4, 2], [5, 5, 10, 5, 6]]","[[2, 2, 0, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2], [2, 2, 2, 0, 2]]","[2, 12, 5, 2, 9]",1,2,"[8, 5, 6, 7, 9, 20, 21, 22]",random,81,0.0669999993299999,0.06166666605,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,18.0,8,2
True,"[[3, 5, 5, 4, 6], [6, 7, 8, 3, 6], [3, 8, 7, 4, 5], [6, 4, 6, 6, 4], [1, 5, 5, 7, 5]]","[[2, 2, 0, 2, 0], [2, 2, 2, 2, 2], [2, 0, 0, 2, 2], [2, 0, 2, 2, 2], [2, 0, 2, 2, 2]]","[6, 10, 2, 7, 5]",2,2,"[6, 5, 8, 9, 7, 1]",random,81,0.06366666603,0.05966666607,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,10.0,6,2
False,"[[3, 6, 5, 7, 7], [8, 3, 5, 4, 6], [5, 9, 3, 7, 6], [5, 6, 5, 6, 6], [4, 3, 8, 5, 4]]","[[2, 2, 2, 0, 0], [0, 2, 2, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 0]]","[1, 8, 7, 11, 3]",3,1,"[15, 16, 17, 18, 19]",random,81,0.0559999994399999,0.05266666614,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,16.0,5,4
False,"[[3, 4, 2, 7, 5], [4, 6, 7, 3, 6], [4, 7, 6, 7, 8], [5, 5, 6, 9, 6], [4, 7, 5, 4, 3]]","[[2, 2, 0, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 0], [0, 2, 2, 0, 2], [2, 0, 2, 2, 0]]","[2, 4, 15, 5, 4]",4,3,"[10, 11, 12, 13]",greedy,81,0.06399999936,0.0613333327199999,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,18.0,4,4
False,"[[1, 2, 6, 4, 2], [5, 9, 7, 7, 8], [5, 8, 4, 6, 4], [4, 7, 4, 3, 4], [8, 8, 6, 7, 4]]","[[0, 2, 0, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 0, 0, 2]]","[6, 12, 4, 6, 2]",5,1,"[5, 6, 7, 8, 9, 1, 11, 16, 21]",random,81,0.0699999992999999,0.06399999936,[],[],[],[],0.0,0.0,optimal,False,gemini/gemini-2.5-pro,0,,,,,,,,,,,,,,,,,5,5,12.0,9,1
